citing,citing_long,citing_lat,citing_country,cited,cited_long,cited_lat,cited_country,citations
1228,152.34,-24.86,AUSTRALIA,12345,-118.24,34.05,UNITED STATES,1
1323,28.18,-25.74,SOUTH AFRICA,1323,28.18,-25.74,SOUTH AFRICA,4
1323,28.18,-25.74,SOUTH AFRICA,16280,-121.88,37.33,UNITED STATES,1
1323,28.18,-25.74,SOUTH AFRICA,19799,-75.16,39.95,UNITED STATES,1
1323,28.18,-25.74,SOUTH AFRICA,20265,-76.6,40.15,UNITED STATES,1
1323,28.18,-25.74,SOUTH AFRICA,41799,13.37,52.51,GERMANY,1
1323,28.18,-25.74,SOUTH AFRICA,43069,-2.24,53.47,UNITED KINGDOM,1
1464,28.04,-26.2,SOUTH AFRICA,21477,-74.41,40.75,UNITED STATES,1
1648,152.98,-27.39,AUSTRALIA,17400,-84.55,38.2,UNITED STATES,1
1687,153.02,-27.46,AUSTRALIA,2875,151.2,-33.83,AUSTRALIA,1
1706,153,-27.49,AUSTRALIA,1706,153,-27.49,AUSTRALIA,1
1706,153,-27.49,AUSTRALIA,23419,-91.52,41.65,UNITED STATES,1
1706,153,-27.49,AUSTRALIA,24578,-71.1,42.36,UNITED STATES,1
1706,153,-27.49,AUSTRALIA,39603,-3.18,51.48,UNITED KINGDOM,1
1765,-48.54,-27.59,BRAZIL,37724,-3.53,50.71,UNITED KINGDOM,1
1854,153.39,-28.04,AUSTRALIA,1854,153.39,-28.04,AUSTRALIA,1
1854,153.39,-28.04,AUSTRALIA,40632,4.47,51.92,NETHERLANDS,1
2196,151.66,-30.51,AUSTRALIA,3502,149.12,-35.3,AUSTRALIA,1
2375,115.8,-31.97,AUSTRALIA,1687,153.02,-27.46,AUSTRALIA,1
2375,115.8,-31.97,AUSTRALIA,2375,115.8,-31.97,AUSTRALIA,1
2375,115.8,-31.97,AUSTRALIA,3368,138.59,-34.92,AUSTRALIA,3
2419,115.94,-32.05,AUSTRALIA,2415,115.74,-32.05,AUSTRALIA,1
2624,26.53,-33.31,SOUTH AFRICA,1323,28.18,-25.74,SOUTH AFRICA,1
2901,151.2,-33.86,AUSTRALIA,1706,153,-27.49,AUSTRALIA,1
2901,151.2,-33.86,AUSTRALIA,2901,151.2,-33.86,AUSTRALIA,5
2901,151.2,-33.86,AUSTRALIA,2959,151.22,-33.9,AUSTRALIA,1
2901,151.2,-33.86,AUSTRALIA,9721,-95.36,29.76,UNITED STATES,1
2901,151.2,-33.86,AUSTRALIA,11670,-111.93,33.42,UNITED STATES,1
2901,151.2,-33.86,AUSTRALIA,18880,-76.6,39.29,UNITED STATES,1
2901,151.2,-33.86,AUSTRALIA,20622,-74.65,40.34,UNITED STATES,2
2901,151.2,-33.86,AUSTRALIA,21359,-74,40.71,UNITED STATES,1
2901,151.2,-33.86,AUSTRALIA,24559,-71.05,42.35,UNITED STATES,1
2901,151.2,-33.86,AUSTRALIA,25566,-81.24,42.98,CANADA,1
2901,151.2,-33.86,AUSTRALIA,27024,11.25,43.78,ITALY,1
2901,151.2,-33.86,AUSTRALIA,27756,-68.29,44.34,UNITED STATES,1
2901,151.2,-33.86,AUSTRALIA,39651,-0.12,51.5,UNITED KINGDOM,1
2901,151.2,-33.86,AUSTRALIA,39980,-3.94,51.62,UNITED KINGDOM,1
2901,151.2,-33.86,AUSTRALIA,40714,5.66,51.96,NETHERLANDS,1
2901,151.2,-33.86,AUSTRALIA,44956,-2.79,56.33,UNITED KINGDOM,1
2959,151.22,-33.9,AUSTRALIA,12239,-118.03,33.97,UNITED STATES,1
2959,151.22,-33.9,AUSTRALIA,16400,-122.16,37.43,UNITED STATES,1
2959,151.22,-33.9,AUSTRALIA,25882,-77.61,43.15,UNITED STATES,1
3098,150.81,-34.06,AUSTRALIA,3098,150.81,-34.06,AUSTRALIA,1
3240,-58.37,-34.6,ARGENTINA,38195,-1.4,50.9,UNITED KINGDOM,1
3368,138.59,-34.92,AUSTRALIA,3368,138.59,-34.92,AUSTRALIA,1
3368,138.59,-34.92,AUSTRALIA,3502,149.12,-35.3,AUSTRALIA,1
3368,138.59,-34.92,AUSTRALIA,27702,-78.31,44.3,CANADA,1
3502,149.12,-35.3,AUSTRALIA,3502,149.12,-35.3,AUSTRALIA,2
3502,149.12,-35.3,AUSTRALIA,16307,-121.95,37.35,UNITED STATES,1
3502,149.12,-35.3,AUSTRALIA,19822,-83,39.96,UNITED STATES,1
3502,149.12,-35.3,AUSTRALIA,28594,-73.92,44.95,UNITED STATES,1
3502,149.12,-35.3,AUSTRALIA,40481,5.85,51.84,NETHERLANDS,1
3699,174.77,-36.88,NEW ZEALAND,3699,174.77,-36.88,NEW ZEALAND,1
3699,174.77,-36.88,NEW ZEALAND,21359,-74,40.71,UNITED STATES,1
3699,174.77,-36.88,NEW ZEALAND,39651,-0.12,51.5,UNITED KINGDOM,1
3699,174.77,-36.88,NEW ZEALAND,44849,-3.93,56.11,UNITED KINGDOM,1
3834,145.06,-37.7,AUSTRALIA,27386,-123.08,44.04,UNITED STATES,1
3839,176.14,-37.7,NEW ZEALAND,20022,-75.34,40.03,UNITED STATES,1
3899,144.95,-37.79,AUSTRALIA,1706,153,-27.49,AUSTRALIA,2
3899,144.95,-37.79,AUSTRALIA,2901,151.2,-33.86,AUSTRALIA,1
3899,144.95,-37.79,AUSTRALIA,3834,145.06,-37.7,AUSTRALIA,1
3899,144.95,-37.79,AUSTRALIA,3899,144.95,-37.79,AUSTRALIA,1
3899,144.95,-37.79,AUSTRALIA,4022,145.11,-37.92,AUSTRALIA,1
3899,144.95,-37.79,AUSTRALIA,23694,-72.25,41.81,UNITED STATES,1
3962,145.12,-37.84,AUSTRALIA,42678,6.57,53.21,NETHERLANDS,1
4022,145.11,-37.92,AUSTRALIA,3899,144.95,-37.79,AUSTRALIA,1
4022,145.11,-37.92,AUSTRALIA,4022,145.11,-37.92,AUSTRALIA,2
4022,145.11,-37.92,AUSTRALIA,9881,98.67,3.75,INDONESIA,1
4022,145.11,-37.92,AUSTRALIA,44066,-1.57,54.77,UNITED KINGDOM,1
4311,174.76,-41.28,NEW ZEALAND,3176,150.89,-34.42,AUSTRALIA,1
4311,174.76,-41.28,NEW ZEALAND,4311,174.76,-41.28,NEW ZEALAND,1
4311,174.76,-41.28,NEW ZEALAND,41603,-1.5,52.4,UNITED KINGDOM,1
4311,174.76,-41.28,NEW ZEALAND,42340,-1.14,52.94,UNITED KINGDOM,1
4372,147.33,-42.88,AUSTRALIA,4332,147.13,-41.43,AUSTRALIA,1
4372,147.33,-42.88,AUSTRALIA,40268,-1.25,51.75,UNITED KINGDOM,1
4401,172.63,-43.53,NEW ZEALAND,4401,172.63,-43.53,NEW ZEALAND,1
4401,172.63,-43.53,NEW ZEALAND,18311,-77.03,38.89,UNITED STATES,1
4445,170.5,-45.87,NEW ZEALAND,3896,175.27,-37.78,NEW ZEALAND,1
4445,170.5,-45.87,NEW ZEALAND,41205,0.11,52.2,UNITED KINGDOM,1
4821,103.85,1.29,SINGAPORE,4821,103.85,1.29,SINGAPORE,1
4821,103.85,1.29,SINGAPORE,20022,-75.34,40.03,UNITED STATES,1
4821,103.85,1.29,SINGAPORE,20622,-74.65,40.34,UNITED STATES,1
4821,103.85,1.29,SINGAPORE,26759,-79.38,43.64,CANADA,1
5525,-89.19,13.69,EL SALVADOR,23292,-93.61,41.58,UNITED STATES,1
6276,-66.04,18.39,UNITED STATES,7182,-157.85,21.3,UNITED STATES,1
6276,-66.04,18.39,UNITED STATES,22372,-74.15,41.08,UNITED STATES,1
7182,-157.85,21.3,UNITED STATES,3699,174.77,-36.88,NEW ZEALAND,1
7182,-157.85,21.3,UNITED STATES,7182,-157.85,21.3,UNITED STATES,4
7182,-157.85,21.3,UNITED STATES,44581,37.61,55.75,RUSSIA,1
7437,114.15,22.41,PEOPLES R CHINA,4022,145.11,-37.92,AUSTRALIA,1
7437,114.15,22.41,PEOPLES R CHINA,7437,114.15,22.41,PEOPLES R CHINA,2
7437,114.15,22.41,PEOPLES R CHINA,13823,-120.66,35.28,UNITED STATES,1
7437,114.15,22.41,PEOPLES R CHINA,16782,-122.41,37.77,UNITED STATES,1
7437,114.15,22.41,PEOPLES R CHINA,24663,-71.1,42.41,UNITED STATES,1
7437,114.15,22.41,PEOPLES R CHINA,40781,-0.72,52,UNITED KINGDOM,1
8141,81.33,24.73,INDIA,24578,-71.1,42.36,UNITED STATES,1
8231,121.21,24.97,TAIWAN,24450,-71.28,42.29,UNITED STATES,1
8265,-77.34,25.06,BAHAMAS,44742,-3.2,55.95,UNITED KINGDOM,1
8277,121.56,25.08,TAIWAN,12706,-119.69,34.41,UNITED STATES,1
8440,-80.23,25.72,UNITED STATES,23811,-87.63,41.88,UNITED STATES,1
8440,-80.23,25.72,UNITED STATES,26579,-96.73,43.54,UNITED STATES,1
9297,-81.37,28.53,UNITED STATES,14818,-79.05,35.91,UNITED STATES,1
9297,-81.37,28.53,UNITED STATES,18403,-92.33,38.95,UNITED STATES,1
9340,-81.2,28.65,UNITED STATES,40268,-1.25,51.75,UNITED KINGDOM,1
9600,-98.49,29.42,UNITED STATES,4022,145.11,-37.92,AUSTRALIA,1
9682,-82.32,29.65,UNITED STATES,14818,-79.05,35.91,UNITED STATES,1
9682,-82.32,29.65,UNITED STATES,16166,-80.41,37.22,UNITED STATES,1
9682,-82.32,29.65,UNITED STATES,16890,-122.27,37.86,UNITED STATES,1
9682,-82.32,29.65,UNITED STATES,18723,-86.53,39.16,UNITED STATES,1
9682,-82.32,29.65,UNITED STATES,28173,-63.57,44.64,CANADA,1
9721,-95.36,29.76,UNITED STATES,9721,-95.36,29.76,UNITED STATES,5
9721,-95.36,29.76,UNITED STATES,17734,-78.86,38.45,UNITED STATES,1
9721,-95.36,29.76,UNITED STATES,18311,-77.03,38.89,UNITED STATES,1
9721,-95.36,29.76,UNITED STATES,21749,-74.2,40.84,UNITED STATES,1
9721,-95.36,29.76,UNITED STATES,41799,13.37,52.51,GERMANY,1
9789,-90.07,29.95,UNITED STATES,9789,-90.07,29.95,UNITED STATES,2
9789,-90.07,29.95,UNITED STATES,21359,-74,40.71,UNITED STATES,1
9789,-90.07,29.95,UNITED STATES,23811,-87.63,41.88,UNITED STATES,1
10031,-97.74,30.26,UNITED STATES,10031,-97.74,30.26,UNITED STATES,1
10031,-97.74,30.26,UNITED STATES,23811,-87.63,41.88,UNITED STATES,1
10031,-97.74,30.26,UNITED STATES,26687,1.44,43.6,FRANCE,1
10031,-97.74,30.26,UNITED STATES,37776,7.1,50.73,GERMANY,1
10130,-84.28,30.43,UNITED STATES,9104,-82.45,27.94,UNITED STATES,1
10130,-84.28,30.43,UNITED STATES,10130,-84.28,30.43,UNITED STATES,2
10130,-84.28,30.43,UNITED STATES,10137,-91.18,30.44,UNITED STATES,1
10130,-84.28,30.43,UNITED STATES,12250,-117.37,33.98,UNITED STATES,1
10130,-84.28,30.43,UNITED STATES,14131,-80.84,35.49,UNITED STATES,1
10130,-84.28,30.43,UNITED STATES,16782,-122.41,37.77,UNITED STATES,1
10130,-84.28,30.43,UNITED STATES,18403,-92.33,38.95,UNITED STATES,1
10130,-84.28,30.43,UNITED STATES,18880,-76.6,39.29,UNITED STATES,1
10130,-84.28,30.43,UNITED STATES,19799,-75.16,39.95,UNITED STATES,1
10137,-91.18,30.44,UNITED STATES,10137,-91.18,30.44,UNITED STATES,1
10137,-91.18,30.44,UNITED STATES,11469,-83.22,33.08,UNITED STATES,1
10137,-91.18,30.44,UNITED STATES,19822,-83,39.96,UNITED STATES,1
10261,-88.05,30.68,UNITED STATES,10261,-88.05,30.68,UNITED STATES,1
10424,-100.07,31.16,UNITED STATES,10424,-100.07,31.16,UNITED STATES,2
10457,34.79,31.24,ISRAEL,10457,34.79,31.24,ISRAEL,1
10544,-82.84,31.5,UNITED STATES,12665,-89.53,34.36,UNITED STATES,1
10672,35.22,31.77,ISRAEL,10672,35.22,31.77,ISRAEL,8
10672,35.22,31.77,ISRAEL,10810,34.76,32.04,ISRAEL,1
10672,35.22,31.77,ISRAEL,11291,34.99,32.81,ISRAEL,1
10672,35.22,31.77,ISRAEL,17193,-78.47,38.03,UNITED STATES,1
10672,35.22,31.77,ISRAEL,17928,-90.19,38.62,UNITED STATES,1
10672,35.22,31.77,ISRAEL,20622,-74.65,40.34,UNITED STATES,1
10672,35.22,31.77,ISRAEL,24578,-71.1,42.36,UNITED STATES,1
10672,35.22,31.77,ISRAEL,24718,-76.49,42.44,UNITED STATES,1
10672,35.22,31.77,ISRAEL,40481,5.85,51.84,NETHERLANDS,1
10758,35.93,31.95,JORDAN,8119,46.71,24.64,SAUDI ARABIA,1
10810,34.76,32.04,ISRAEL,9721,-95.36,29.76,UNITED STATES,1
10810,34.76,32.04,ISRAEL,10810,34.76,32.04,ISRAEL,7
10810,34.76,32.04,ISRAEL,16127,-3.6,37.17,SPAIN,1
10810,34.76,32.04,ISRAEL,22704,-95.94,41.26,UNITED STATES,1
10836,34.81,32.08,ISRAEL,12239,-118.03,33.97,UNITED STATES,1
10836,34.81,32.08,ISRAEL,18311,-77.03,38.89,UNITED STATES,1
10836,34.81,32.08,ISRAEL,20007,-75.3,40.02,UNITED STATES,1
10836,34.81,32.08,ISRAEL,24718,-76.49,42.44,UNITED STATES,1
10836,34.81,32.08,ISRAEL,27024,11.25,43.78,ITALY,1
10890,-110.96,32.22,UNITED STATES,10031,-97.74,30.26,UNITED STATES,2
10890,-110.96,32.22,UNITED STATES,10890,-110.96,32.22,UNITED STATES,2
10890,-110.96,32.22,UNITED STATES,12345,-118.24,34.05,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,16400,-122.16,37.43,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,16404,-122.16,37.44,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,17928,-90.19,38.62,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,21359,-74,40.71,UNITED STATES,2
10890,-110.96,32.22,UNITED STATES,22765,-72.92,41.3,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,22890,-83.65,41.37,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,23419,-91.52,41.65,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,24054,-87.68,42.05,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,24578,-71.1,42.36,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,25739,-89.38,43.07,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,27386,-123.08,44.04,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,32693,-122.32,47.6,UNITED STATES,1
10890,-110.96,32.22,UNITED STATES,40970,5.11,52.08,NETHERLANDS,1
10890,-110.96,32.22,UNITED STATES,42340,-1.14,52.94,UNITED KINGDOM,1
11009,-81.78,32.44,UNITED STATES,12269,-81.04,33.99,UNITED STATES,1
11101,-89.87,32.58,UNITED STATES,25739,-89.38,43.07,UNITED STATES,1
11117,-85.48,32.6,UNITED STATES,12706,-119.69,34.41,UNITED STATES,1
11201,-117.16,32.71,UNITED STATES,20622,-74.65,40.34,UNITED STATES,1
11228,-97.32,32.74,UNITED STATES,10672,35.22,31.77,ISRAEL,1
11228,-97.32,32.74,UNITED STATES,18526,-84.57,39.02,UNITED STATES,1
11228,-97.32,32.74,UNITED STATES,43390,-0.34,53.74,UNITED KINGDOM,1
11255,-96.79,32.77,UNITED STATES,11255,-96.79,32.77,UNITED STATES,1
11255,-96.79,32.77,UNITED STATES,13744,-97.44,35.22,UNITED STATES,1
11255,-96.79,32.77,UNITED STATES,40970,5.11,52.08,NETHERLANDS,1
11291,34.99,32.81,ISRAEL,11291,34.99,32.81,ISRAEL,5
11291,34.99,32.81,ISRAEL,18723,-86.53,39.16,UNITED STATES,1
11291,34.99,32.81,ISRAEL,25739,-89.38,43.07,UNITED STATES,1
11291,34.99,32.81,ISRAEL,40781,-0.72,52,UNITED KINGDOM,1
11301,-83.62,32.83,UNITED STATES,16518,-77.43,37.54,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,10031,-97.74,30.26,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,11201,-117.16,32.71,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,11312,-117.27,32.84,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,18723,-86.53,39.16,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,19799,-75.16,39.95,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,19822,-83,39.96,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,24578,-71.1,42.36,UNITED STATES,1
11312,-117.27,32.84,UNITED STATES,27368,-88.54,44.02,UNITED STATES,1
11542,-87.56,33.21,UNITED STATES,3699,174.77,-36.88,NEW ZEALAND,1
11542,-87.56,33.21,UNITED STATES,19985,-105.27,40.01,UNITED STATES,1
11542,-87.56,33.21,UNITED STATES,23126,-81.69,41.5,UNITED STATES,1
11542,-87.56,33.21,UNITED STATES,23509,-86.23,41.7,UNITED STATES,1
11542,-87.56,33.21,UNITED STATES,24450,-71.28,42.29,UNITED STATES,1
11587,-111.84,33.3,UNITED STATES,21680,-73.92,40.82,UNITED STATES,1
11621,-111.46,33.35,UNITED STATES,25414,-78.87,42.88,UNITED STATES,1
11670,-111.93,33.42,UNITED STATES,8679,-80.08,26.35,UNITED STATES,1
11670,-111.93,33.42,UNITED STATES,11670,-111.93,33.42,UNITED STATES,1
11670,-111.93,33.42,UNITED STATES,12217,-83.37,33.95,UNITED STATES,1
11670,-111.93,33.42,UNITED STATES,24440,-83.74,42.28,UNITED STATES,1
11670,-111.93,33.42,UNITED STATES,29954,4.87,45.76,FRANCE,1
11753,-86.81,33.52,UNITED STATES,14818,-79.05,35.91,UNITED STATES,1
11753,-86.81,33.52,UNITED STATES,18455,-76.93,38.98,UNITED STATES,1
11834,-101.85,33.59,UNITED STATES,16890,-122.27,37.86,UNITED STATES,1
11834,-101.85,33.59,UNITED STATES,23126,-81.69,41.5,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,10031,-97.74,30.26,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,11923,-117.82,33.68,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,12345,-118.24,34.05,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,12449,-118.14,34.14,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,23811,-87.63,41.88,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,24440,-83.74,42.28,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,31989,-122.44,47.25,UNITED STATES,1
11923,-117.82,33.68,UNITED STATES,39651,-0.12,51.5,UNITED KINGDOM,1
11923,-117.82,33.68,UNITED STATES,43442,-1.54,53.79,UNITED KINGDOM,1
11972,-84.39,33.74,UNITED STATES,9721,-95.36,29.76,UNITED STATES,1
11972,-84.39,33.74,UNITED STATES,14603,-78.64,35.78,UNITED STATES,1
11972,-84.39,33.74,UNITED STATES,16400,-122.16,37.43,UNITED STATES,1
11972,-84.39,33.74,UNITED STATES,19822,-83,39.96,UNITED STATES,1
11972,-84.39,33.74,UNITED STATES,19985,-105.27,40.01,UNITED STATES,1
11972,-84.39,33.74,UNITED STATES,20784,-79.99,40.43,UNITED STATES,1
11972,-84.39,33.74,UNITED STATES,23243,-72.64,41.56,UNITED STATES,1
11994,-84.29,33.77,UNITED STATES,11994,-84.29,33.77,UNITED STATES,1
11994,-84.29,33.77,UNITED STATES,20622,-74.65,40.34,UNITED STATES,1
11994,-84.29,33.77,UNITED STATES,21359,-74,40.71,UNITED STATES,1
12148,35.48,33.89,LEBANON,11117,-85.48,32.6,UNITED STATES,1
12217,-83.37,33.95,UNITED STATES,2959,151.22,-33.9,AUSTRALIA,1
12217,-83.37,33.95,UNITED STATES,23432,-72.78,41.66,UNITED STATES,1
12217,-83.37,33.95,UNITED STATES,24440,-83.74,42.28,UNITED STATES,2
12217,-83.37,33.95,UNITED STATES,24578,-71.1,42.36,UNITED STATES,2
12217,-83.37,33.95,UNITED STATES,26086,-79.88,43.26,CANADA,1
12217,-83.37,33.95,UNITED STATES,28563,-123.04,44.93,UNITED STATES,1
12217,-83.37,33.95,UNITED STATES,42953,-1.46,53.38,UNITED KINGDOM,1
12250,-117.37,33.98,UNITED STATES,10810,34.76,32.04,ISRAEL,1
12250,-117.37,33.98,UNITED STATES,12250,-117.37,33.98,UNITED STATES,1
12250,-117.37,33.98,UNITED STATES,12345,-118.24,34.05,UNITED STATES,1
12250,-117.37,33.98,UNITED STATES,14274,-77.38,35.6,UNITED STATES,1
12250,-117.37,33.98,UNITED STATES,18723,-86.53,39.16,UNITED STATES,1
12269,-81.04,33.99,UNITED STATES,12269,-81.04,33.99,UNITED STATES,1
12291,-118.49,34.01,UNITED STATES,10672,35.22,31.77,ISRAEL,1
12323,-118.68,34.03,UNITED STATES,25114,-83.13,42.68,UNITED STATES,1
12343,-117.75,34.05,UNITED STATES,14997,-94.15,36.06,UNITED STATES,1
12343,-117.75,34.05,UNITED STATES,24366,-83.61,42.24,UNITED STATES,1
12343,-117.75,34.05,UNITED STATES,24559,-71.05,42.35,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,11201,-117.16,32.71,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,12345,-118.24,34.05,UNITED STATES,7
12345,-118.24,34.05,UNITED STATES,17079,23.73,37.97,GREECE,1
12345,-118.24,34.05,UNITED STATES,17193,-78.47,38.03,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,21359,-74,40.71,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,24440,-83.74,42.28,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,24500,-71.16,42.32,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,24578,-71.1,42.36,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,24718,-76.49,42.44,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,25414,-78.87,42.88,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,29617,-94.36,45.59,UNITED STATES,1
12345,-118.24,34.05,UNITED STATES,37776,7.1,50.73,GERMANY,1
12345,-118.24,34.05,UNITED STATES,37998,-0.77,50.83,UNITED KINGDOM,1
12345,-118.24,34.05,UNITED STATES,40268,-1.25,51.75,UNITED KINGDOM,1
12392,-117.71,34.09,UNITED STATES,12343,-117.75,34.05,UNITED STATES,1
12392,-117.71,34.09,UNITED STATES,12345,-118.24,34.05,UNITED STATES,1
12392,-117.71,34.09,UNITED STATES,12392,-117.71,34.09,UNITED STATES,1
12392,-117.71,34.09,UNITED STATES,16400,-122.16,37.43,UNITED STATES,1
12392,-117.71,34.09,UNITED STATES,20872,-86.12,40.48,UNITED STATES,1
12405,-118.33,34.1,UNITED STATES,12405,-118.33,34.1,UNITED STATES,1
12449,-118.14,34.14,UNITED STATES,12345,-118.24,34.05,UNITED STATES,1
12449,-118.14,34.14,UNITED STATES,17928,-90.19,38.62,UNITED STATES,1
12449,-118.14,34.14,UNITED STATES,19353,-75.76,39.67,UNITED STATES,1
12449,-118.14,34.14,UNITED STATES,20784,-79.99,40.43,UNITED STATES,1
12449,-118.14,34.14,UNITED STATES,26759,-79.38,43.64,CANADA,1
12546,-77.94,34.23,UNITED STATES,20022,-75.34,40.03,UNITED STATES,1
12546,-77.94,34.23,UNITED STATES,24578,-71.1,42.36,UNITED STATES,1
12546,-77.94,34.23,UNITED STATES,25882,-77.61,43.15,UNITED STATES,1
12665,-89.53,34.36,UNITED STATES,12665,-89.53,34.36,UNITED STATES,3
12706,-119.69,34.41,UNITED STATES,3502,149.12,-35.3,AUSTRALIA,1
12706,-119.69,34.41,UNITED STATES,12345,-118.24,34.05,UNITED STATES,1
12706,-119.69,34.41,UNITED STATES,12392,-117.71,34.09,UNITED STATES,1
12706,-119.69,34.41,UNITED STATES,12706,-119.69,34.41,UNITED STATES,1
12706,-119.69,34.41,UNITED STATES,13443,137.25,35,JAPAN,1
12706,-119.69,34.41,UNITED STATES,18637,-84.5,39.1,UNITED STATES,1
12706,-119.69,34.41,UNITED STATES,19985,-105.27,40.01,UNITED STATES,1
12706,-119.69,34.41,UNITED STATES,25739,-89.38,43.07,UNITED STATES,1
12706,-119.69,34.41,UNITED STATES,39520,-2.59,51.45,UNITED KINGDOM,1
12706,-119.69,34.41,UNITED STATES,43161,-113.49,53.54,CANADA,1
12706,-119.69,34.41,UNITED STATES,43192,9.99,53.55,GERMANY,1
12706,-119.69,34.41,UNITED STATES,45898,10.74,59.91,NORWAY,1
12707,-119.85,34.41,UNITED STATES,12392,-117.71,34.09,UNITED STATES,1
12974,135.5,34.67,JAPAN,24054,-87.68,42.05,UNITED STATES,1
13047,-86.58,34.72,UNITED STATES,17928,-90.19,38.62,UNITED STATES,1
13138,32.43,34.77,CYPRUS,13138,32.43,34.77,CYPRUS,5
13138,32.43,34.77,CYPRUS,13531,-106.64,35.08,UNITED STATES,1
13138,32.43,34.77,CYPRUS,39651,-0.12,51.5,UNITED KINGDOM,1
13531,-106.64,35.08,UNITED STATES,11101,-89.87,32.58,UNITED STATES,1
13531,-106.64,35.08,UNITED STATES,24578,-71.1,42.36,UNITED STATES,1
13541,-92.44,35.09,UNITED STATES,13541,-92.44,35.09,UNITED STATES,1
13543,135.71,35.09,JAPAN,2901,151.2,-33.86,AUSTRALIA,1
13619,-90.04,35.14,UNITED STATES,22535,-73.22,41.16,UNITED STATES,1
13630,136.92,35.14,JAPAN,14464,139.5,35.7,JAPAN,1
13630,136.92,35.14,JAPAN,36766,8.68,50.11,GERMANY,2
13630,136.92,35.14,JAPAN,40970,5.11,52.08,NETHERLANDS,1
13630,136.92,35.14,JAPAN,41591,13.04,52.39,GERMANY,1
13630,136.92,35.14,JAPAN,46865,18.95,69.65,NORWAY,1
13740,-80.83,35.22,UNITED STATES,13740,-80.83,35.22,UNITED STATES,1
13744,-97.44,35.22,UNITED STATES,18444,-95.23,38.97,UNITED STATES,1
13744,-97.44,35.22,UNITED STATES,24440,-83.74,42.28,UNITED STATES,1
13744,-97.44,35.22,UNITED STATES,26888,-72.28,43.7,UNITED STATES,1
14368,139.29,35.65,JAPAN,16518,-77.43,37.54,UNITED STATES,1
14408,139.74,35.67,JAPAN,7182,-157.85,21.3,UNITED STATES,1
14603,-78.64,35.78,UNITED STATES,10424,-100.07,31.16,UNITED STATES,1
14603,-78.64,35.78,UNITED STATES,13531,-106.64,35.08,UNITED STATES,1
14603,-78.64,35.78,UNITED STATES,13728,-80.01,35.21,UNITED STATES,2
14603,-78.64,35.78,UNITED STATES,14911,-78.89,35.99,UNITED STATES,1
14603,-78.64,35.78,UNITED STATES,16400,-122.16,37.43,UNITED STATES,1
14603,-78.64,35.78,UNITED STATES,20183,-88.24,40.11,UNITED STATES,1
14603,-78.64,35.78,UNITED STATES,24559,-71.05,42.35,UNITED STATES,1
14603,-78.64,35.78,UNITED STATES,30046,8.61,45.81,ITALY,1
14818,-79.05,35.91,UNITED STATES,9600,-98.49,29.42,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,14818,-79.05,35.91,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,18253,-77.3,38.84,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,19978,-76.35,40,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,20622,-74.65,40.34,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,22765,-72.92,41.3,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,27368,-88.54,44.02,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,28623,-93.26,44.97,UNITED STATES,1
14818,-79.05,35.91,UNITED STATES,44956,-2.79,56.33,UNITED KINGDOM,1
